gender,race,age,age_binary,Bachelor,High School,PhD,Master,Community College,Elite University,Private High School,Public University,Online Institution,Public High School,years_experience,Python,Java,JavaScript,SQL,Git,React,Docker,AWS,Machine Learning,Data Structures,Algorithms,Debugging,Communication,Teamwork,Problem Solving,English,Spanish,French,Mandarin,Arabic,Portuguese,test_score,true_qualification,hiring_score
0,0,36,1,1,0,0,0,1,0,0,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,73.53,88.52,27.81
0,0,27,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,96.01,76.34,25.33
1,0,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,68.8,50.64,21.45
1,0,43,1,1,0,0,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,72.03,67.83,25.93
1,1,37,1,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,90.35,82.36,35.74
1,0,36,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,50.44,56.75,21.5
0,0,61,0,0,1,0,0,0,0,1,0,0,0,27,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,43.42,67.27,11.31
1,1,34,1,1,0,0,0,1,0,0,0,0,0,12,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,76.66,82.2,38.08
1,1,32,1,0,1,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,66.97,63.13,30.45
0,1,27,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,82.54,70.01,26.8
1,1,34,1,0,0,1,0,0,0,0,1,0,0,9,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,67,96.21,43.69
1,0,37,1,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,77.4,70.9,27.16
1,0,22,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,99.44,66.09,27.64
1,1,32,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,57.3,54.59,27.04
1,0,24,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,72.59,70.51,29.41
0,0,48,1,0,0,0,1,0,0,0,0,1,0,21,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,71.07,105.26,34.51
1,1,41,1,1,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,74.52,70.71,31.08
1,1,41,1,1,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,83.69,53.02,24.01
1,1,61,0,1,0,0,0,0,1,0,0,0,0,24,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,88.56,89.47,30.59
0,0,30,1,1,0,0,0,0,0,0,0,1,0,10,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,65.56,64.26,20.5
1,0,26,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,55.6,50.35,21.34
0,1,48,1,0,0,0,1,0,1,0,0,0,0,11,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,73.39,92.22,33.29
0,0,65,0,0,0,1,0,0,1,0,0,0,0,21,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,90.11,103.24,25.69
1,1,59,0,1,0,0,0,0,0,0,0,1,0,21,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58.01,71.93,23.57
0,1,29,1,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,76.67,65.62,25.05
0,0,52,0,1,0,0,0,1,0,0,0,0,0,19,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,80.73,77.01,15.2
1,1,36,1,1,0,0,0,0,0,0,0,1,0,15,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,60.78,64.43,28.57
1,1,42,1,0,0,1,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,95.12,96.76,41.51
0,1,58,0,1,0,0,0,0,0,0,1,0,0,19,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,72.26,70.1,16.44
1,0,63,0,1,0,0,0,0,0,0,1,0,0,24,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66.53,78.82,22.33
0,0,31,1,1,0,0,0,1,0,0,0,0,0,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,71.57,23.43
0,1,60,0,1,0,0,0,0,1,0,0,0,0,19,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,93.05,96.07,26.83
0,1,65,0,0,1,0,0,0,0,1,0,0,0,29,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,88.08,70.99,16.8
1,1,49,1,1,0,0,0,0,0,0,0,1,0,19,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,69.74,83.53,36.21
0,0,30,1,0,0,0,1,0,0,0,0,1,0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,78.97,94.49,32.6
0,1,39,1,0,0,0,1,0,0,0,1,0,0,9,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,60.33,85.7,30.68
0,1,31,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,96.79,77.52,29.81
1,0,30,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,75.36,51.25,21.7
1,1,30,1,1,0,0,0,0,1,0,0,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,72.63,96.23,43.69
0,1,29,1,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,51.7,87.03,33.61
0,1,40,1,1,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,40.26,62.18,21.27
1,0,63,0,1,0,0,0,1,0,0,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,71.57,77.42,21.77
1,1,25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,82.82,58.09,28.44
1,0,30,1,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,96.83,86.03,35.61
1,0,24,1,0,1,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,68.28,49.49,20.99
1,0,60,0,0,1,0,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,71.81,80.65,23.06
1,0,49,1,1,0,0,0,0,0,0,0,1,0,17,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,75.26,71.82,27.53
1,1,43,1,1,0,0,0,0,1,0,0,0,0,17,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,59.04,70.25,30.9
1,1,36,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,56.57,34.3,16.52
0,1,25,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,61.19,56.8,21.52
1,0,29,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,94.55,67.54,28.21
0,1,47,1,0,0,0,1,0,0,0,1,0,0,13,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,65.41,74.41,26.16
1,1,45,1,1,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,82.7,79.49,34.6
0,0,27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,71.69,50.82,15.13
1,1,52,0,0,0,1,0,0,0,0,1,0,0,16,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,73.14,93.23,32.09
1,0,26,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,94.72,77.6,32.24
0,1,29,1,0,0,1,0,0,1,0,0,0,0,8,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,82.21,87.98,33.99
0,1,23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,68.35,67.96,25.99
1,1,24,1,1,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,87.42,82.37,38.15
1,0,34,1,0,1,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,70.08,61.2,25.68
1,0,26,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,83.87,52.2,22.08
1,1,65,0,0,1,0,0,0,0,0,0,0,1,25,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,59.08,64.47,20.59
0,1,59,0,1,0,0,0,0,1,0,0,0,0,23,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,99.8,98.03,27.61
1,1,50,0,1,0,0,0,0,0,0,1,0,0,20,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,94.89,86.98,29.59
0,0,38,1,0,0,0,1,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,72.06,68.19,19.68
1,0,29,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,85.47,71.24,29.7
0,0,30,1,1,0,0,0,1,0,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,90.02,83.51,28.2
0,1,27,1,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,66.68,84.53,32.61
1,0,31,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,78.28,77.8,32.32
1,0,44,1,0,0,1,0,0,1,0,0,0,0,9,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,61.74,61.87,23.55
1,0,32,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,69.95,66.21,27.68
1,0,37,1,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,47.09,69.86,26.74
1,0,29,1,1,0,0,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,93.45,70.78,29.51
1,0,31,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,70.07,65.15,27.26
1,0,46,1,1,0,0,0,0,0,0,0,1,0,12,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,65.83,69.03,26.41
0,0,24,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,80,76.36,25.34
1,1,36,1,0,1,0,0,0,0,1,0,0,0,9,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,46.66,66.42,29.37
1,0,62,0,0,0,0,1,0,0,0,0,1,0,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,76.15,83.01,24
1,0,49,1,1,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,58.15,69.86,26.74
0,1,26,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,63.6,70.33,26.93
1,1,54,0,0,0,1,0,0,1,0,0,0,0,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,75.43,71.32,23.33
1,0,41,1,1,0,0,0,0,0,0,0,1,0,10,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,100,83.77,32.31
1,1,23,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,84.5,53.46,26.58
1,0,23,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,92.66,62.25,26.1
1,1,24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,86.75,61.36,29.74
1,0,54,0,0,0,1,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,79.21,101.27,31.31
1,0,38,1,1,0,0,0,0,0,0,0,1,0,6,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,89.35,81.29,31.32
1,0,35,1,1,0,0,0,0,1,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,63.44,57.91,21.96
1,0,23,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,80.9,49,20.8
0,0,29,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,67.48,73.58,24.23
0,0,48,1,0,1,0,0,0,0,0,0,0,1,11,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,65.51,63.44,17.78
1,1,41,1,1,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,83.45,66.86,29.54
1,1,29,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,70.42,80.66,37.46
1,1,31,1,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,76.19,64.96,31.18
1,0,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,96.31,73.18,30.47
0,0,51,0,1,0,0,0,0,0,0,1,0,0,18,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,84.74,87.12,19.25
1,1,34,1,0,0,1,0,0,0,0,1,0,0,12,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,88.29,96.13,43.65
1,0,33,1,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,64.86,71.83,29.93
1,0,34,1,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,46.65,58.05,24.42
1,0,51,0,1,0,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,100,91.85,27.54
0,1,36,1,0,1,0,0,0,0,0,0,0,1,12,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,94.08,76.1,26.84
1,0,53,0,0,0,0,1,0,0,0,0,1,0,17,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,95.07,93.48,28.19
1,1,27,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.65,78.91,36.76
1,1,64,0,1,0,0,0,0,0,0,0,1,0,29,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,78.35,89.11,30.44
0,0,24,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,86.91,64.23,20.49
0,1,22,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,81.9,55.7,21.08
0,1,31,1,0,0,0,1,0,0,0,1,0,0,11,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,69.86,80.36,30.94
1,1,32,1,0,0,0,1,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,73.53,64.83,31.13
1,1,38,1,0,1,0,0,0,0,1,0,0,0,11,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,78.95,77.5,33.8
1,0,55,0,1,0,0,0,1,0,0,0,0,0,10,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,85.16,80.03,22.81
1,1,28,1,0,0,1,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,58.65,68.81,32.72
0,1,40,1,0,1,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,71.92,51.43,16.97
1,1,32,1,1,0,0,0,0,0,0,0,1,0,9,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47.11,57.11,28.05
1,1,37,1,0,0,0,1,0,0,0,1,0,0,11,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,113.94,48.38
1,0,55,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,82.8,92.51,27.8
0,0,27,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,69.06,65.33,20.93
1,0,41,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,88.38,78.85,30.34
1,1,32,1,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,31.43,51.23,25.69
1,0,23,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,90.53,64.5,27
1,1,51,0,1,0,0,0,0,0,0,1,0,0,23,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,63.74,60.21,18.89
0,1,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,88.94,68.72,26.29
1,1,33,1,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,55.19,44.64,23.06
0,1,35,1,0,0,0,1,0,1,0,0,0,0,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,78.05,74.26,26.1
0,1,46,1,0,1,0,0,0,0,1,0,0,0,15,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,72.91,80.95,28.78
1,0,30,1,1,0,0,0,0,0,0,0,1,0,9,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,52.09,49.55,21.02
1,1,22,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,66.22,50.38,25.35
0,0,49,1,1,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,68.03,76.72,23.09
0,0,28,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,69.05,65.47,20.99
1,1,31,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,90.54,77.38,36.15
0,0,58,0,1,0,0,0,0,1,0,0,0,0,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,91.26,99.9,24.36
1,0,44,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,70.24,76.94,29.57
0,0,26,1,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,45.51,51.67,15.47
1,1,34,1,1,0,0,0,1,0,0,0,0,0,8,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,85.74,78.25,36.5
0,1,44,1,0,0,0,1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,100,96.56,35.02
1,1,49,1,0,1,0,0,0,0,1,0,0,0,9,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,66.81,51.63,23.45
0,1,34,1,0,1,0,0,0,0,1,0,0,0,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,76.18,66.61,25.45
1,0,62,0,0,0,0,1,0,0,0,0,1,0,21,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,77.97,78.98,22.39
1,0,45,1,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,65.65,82.65,31.86
1,0,25,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,60.54,78.38,32.55
0,0,32,1,0,0,0,1,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,94.96,93.85,32.34
0,0,58,0,1,0,0,0,1,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,69.23,76.73,15.09
1,1,47,1,0,0,1,0,0,1,0,0,0,0,18,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,54.16,94.7,40.68
1,0,32,1,1,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,58.71,81.66,33.86
1,1,46,1,0,1,0,0,0,0,0,0,0,1,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,90.02,74.88,32.75
1,1,31,1,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,85.44,82.18,38.07
1,0,32,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,71.81,62.8,26.32
1,1,45,1,1,0,0,0,0,0,0,0,1,0,11,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,67.54,78.54,34.22
1,0,41,1,1,0,0,0,0,1,0,0,0,0,12,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,91.42,72.87,27.95
1,0,44,1,1,0,0,0,0,0,0,0,1,0,16,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,92.44,77.71,29.88
1,0,53,0,0,0,1,0,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,57.8,87.34,25.74
0,0,35,1,0,0,0,1,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,82.71,76.48,22.99
1,0,24,1,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,82.81,67.52,28.21
1,1,50,0,1,0,0,0,0,1,0,0,0,0,18,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,66.33,86.9,29.56
0,1,30,1,0,0,0,1,0,0,0,1,0,0,4,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,97,88.27,34.11
1,1,59,0,1,0,0,0,1,0,0,0,0,0,18,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,54.71,58.2,18.08
1,0,25,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,74.26,79.43,32.97
0,1,22,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,61.31,48.5,18.2
0,1,32,1,1,0,0,0,0,0,0,1,0,0,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,95.2,65.65,25.06
0,0,42,1,1,0,0,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,66.74,71.07,20.83
0,1,42,1,0,0,0,1,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,58.64,79.49,28.2
1,0,65,0,1,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,100,78.43,22.17
0,0,23,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,61.7,71.58,23.43
1,0,40,1,0,0,0,1,0,0,0,1,0,0,14,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,60.51,76.89,29.56
1,0,24,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,99.43,60.88,25.55
